fecha,texto,emocion
2021-02-05,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-10-06,Qué pleno día para un momento de paz.,felicidad
2021-10-05,Tengo miedo de que pierda el control.,ansiedad
2021-03-15,Tengo miedo de que fracase.,ansiedad
2024-05-09,Estoy exasperado porque no cumplieron su promesa.,enojo
2021-08-28,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-08-30,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-06-17,Hoy disfruté un logro personal y me siento entusiasmado.,felicidad
2020-06-21,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2021-03-24,Hoy compartí una caminata al aire libre y me siento entusiasmado.,felicidad
2024-12-26,No soporto cuando me criticaron sin razón.,enojo
2020-09-30,Me siento desolado desde que mudaron lejos.,tristeza
2024-12-16,Un desconocido me hizo sentir irritado al hablar en público.,enojo
2023-01-12,Hoy logré un logro personal y me siento eufórico.,felicidad
2020-06-09,Disfruté una conversación significativa siempre me inspira.,felicidad
2020-05-03,Me siento vacío desde que perdí mi trabajo.,tristeza
2020-12-10,El jefe exigente me tiene al límite.,estrés
2021-04-24,Qué agradecido día para un tiempo con mi familia.,felicidad
2024-06-25,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2024-02-11,Necesito un descanso pero no tengo tiempo.,estrés
2022-07-06,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-10-21,Descubrí un logro personal siempre me inspira.,felicidad
2022-02-05,Descubrí un tiempo con mi familia siempre me inspira.,felicidad
2023-12-30,El ruido constante me tiene al límite.,estrés
2020-06-02,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar...,estrés
2021-04-24,Hoy logré un momento de paz y me siento agradecido.,felicidad
2020-08-26,Necesito pedir ayuda pero no me escuchan.,estrés
2024-09-07,Hoy compartí un momento de paz y me siento eufórico.,felicidad
2021-05-12,Necesito organizarme mejor pero no tengo tiempo.,estrés
2022-07-02,Me siento desanimado desde que mudaron lejos.,tristeza
2021-09-17,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2021-09-05,Qué optimista día para un logro personal.,felicidad
2021-01-20,Tengo miedo de que pierda el control.,ansiedad
2022-10-21,El tráfico me tiene al límite.,estrés
2021-12-12,No soporto cuando no cumplieron su promesa.,enojo
2020-04-15,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2021-01-23,Hoy compartí un tiempo con mi familia y me siento entusiasmado.,felicidad
2023-06-28,Mi vecino me hizo sentir indignado al confrontar a alguien...,enojo
2023-02-14,Estoy resentido porque rompieron mis pertenencias.,enojo
2023-05-08,No puedo hablar en público sin sentir temblores.,ansiedad
2020-09-23,El tráfico me tiene al límite.,estrés
2023-06-10,No soporto cuando rompieron mis pertenencias.,enojo
2021-08-28,No soporto cuando me ignoraron en la reunión.,enojo
2022-09-28,Qué optimista día para una conversación significativa.,felicidad
2021-12-01,Tengo miedo de que me juzguen.,ansiedad
2021-04-23,Me siento desolado desde que mudaron lejos.,tristeza
2020-02-08,Logré una caminata al aire libre siempre me llena de energía.,felicidad
2021-02-15,Qué pleno día para una conversación significativa.,felicidad
2022-02-04,Entre el trabajo y el proyecto final no puedo dormir bien.,estrés
2024-12-22,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-06-27,Descubrí un tiempo con mi familia siempre me da paz.,felicidad
2020-03-26,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-09-29,Hoy logré una conversación significativa y me siento eufórico.,felicidad
2021-07-30,Necesito organizarme mejor pero no me escuchan.,estrés
2021-01-16,Un vacío en el pecho cuando escucho esa canción.,tristeza
2023-08-09,Descubrí una caminata al aire libre siempre me alegra.,felicidad
2022-05-26,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-12-05,Mi jefe me hizo sentir frustrado al confrontar a alguien.,enojo
2023-10-22,Estoy exasperado porque no cumplieron su promesa.,enojo
2020-03-21,No soporto cuando no cumplieron su promesa.,enojo
2020-07-27,Qué optimista día para una conversación significativa.,felicidad
2024-10-12,No soporto cuando me criticaron sin razón.,enojo
2021-09-13,Me siento vacío desde que mudaron lejos.,tristeza
2021-10-04,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-10-04,Hoy experimenté una caminata al aire libre y me siento eufórico.,felicidad
2022-10-15,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2022-05-18,Me siento vacío desde que terminó nuestra relación.,tristeza
2021-05-28,No soporto cuando no cumplieron su promesa.,enojo
2022-03-28,Experimenté una conversación significativa siempre me motiva.,felicidad
2020-01-24,Logré una caminata al aire libre siempre me alegra.,felicidad
2023-03-09,Entre el cuidado de los niños y el proyecto final no puedo priorizar!,estrés
2022-01-07,Necesito delegar tareas pero no tengo tiempo.,estrés
2020-03-06,Logré un tiempo con mi familia siempre me llena de energía.,felicidad
2020-05-02,No soporto cuando rompieron mis pertenencias.,enojo
2022-10-18,Mi familiar me hizo sentir indignado al hablar en público.,enojo
2022-07-17,Necesito organizarme mejor pero no tengo tiempo.,estrés
2021-02-12,Tengo miedo de que pierda el control.,ansiedad
2022-01-29,Entre los estudios y las deudas no puedo priorizar.,estrés
2022-05-25,No soporto cuando me criticaron sin razón.,enojo
2023-06-08,Mi vecino me hizo sentir indignado al hablar en público!,enojo
2021-08-18,Necesito un descanso pero me falta energía.,estrés
2024-10-31,Hoy compartí una conversación significativa y me siento optimista.,felicidad
2022-12-10,Mi pareja me hizo sentir resentido al confrontar a alguien.,enojo
2021-05-26,Un vacío en el pecho cuando escucho esa canción.,tristeza
2021-11-15,Logré un logro personal siempre me motiva.,felicidad
2023-07-25,Necesito delegar tareas pero no me escuchan.,estrés
2020-06-25,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2021-05-27,El plazos ajustados me tiene al límite.,estrés
2024-03-07,No soporto cuando me ignoraron en la reunión.,enojo
2020-09-02,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-09-23,Me siento desolado desde que mudaron lejos.,tristeza
2023-04-10,El ruido constante me tiene al límite.,estrés
2022-12-18,Necesito delegar tareas pero me falta energía.,estrés
2022-03-06,Me siento desolado desde que perdí mi trabajo.,tristeza
2022-05-09,Hoy logré un momento de paz y me siento entusiasmado.,felicidad
2020-01-27,Un desconocido me hizo sentir frustrado al tomar decisiones.,enojo
2021-07-24,Me siento vacío desde que mudaron lejos.,tristeza
2024-09-16,No soporto cuando no cumplieron su promesa.,enojo
2022-08-20,El plazos ajustados me tiene al límite.,estrés
2022-05-19,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-05-04,Un dolor sordo en el pecho cuando recuerdo lo sucedido!,tristeza
2020-07-17,Experimenté un momento de paz siempre me llena de energía.,felicidad
2023-01-08,Hoy descubrí una conversación significativa y me siento pleno.,felicidad
2021-06-22,No soporto cuando rompieron mis pertenencias.,enojo
2022-12-20,Mi jefe me hizo sentir exasperado al confrontar a alguien.,enojo
2022-10-27,El ruido constante me tiene al límite.,estrés
2023-05-18,No puedo hablar en público sin sentir temblores.,ansiedad
2023-04-12,No soporto cuando rompieron mis pertenencias.,enojo
2022-10-10,Me siento desolado desde que terminó nuestra relación.,tristeza
2020-10-14,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-05-07,No puedo tomar decisiones sin sentir temblores.,ansiedad
2024-12-30,Me siento desolado desde que perdí mi trabajo.,tristeza
2021-04-29,Tengo miedo de que todo salga mal.,ansiedad
2021-02-12,Necesito organizarme mejor pero me falta energía.,estrés
2021-05-03,Disfruté un momento de paz siempre me motiva.,felicidad
2022-10-01,Disfruté una conversación significativa siempre me inspira.,felicidad
2020-08-05,Hoy compartí un tiempo con mi familia y me siento pleno.,felicidad
2022-04-28,El jefe exigente me tiene al límite.,estrés
2021-08-12,Necesito pedir ayuda pero no me escuchan.,estrés
2020-11-02,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2023-04-01,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-07-23,Tengo miedo de que fracase.,ansiedad
2021-10-01,Necesito un descanso pero me falta energía.,estrés
2023-09-05,Qué agradecido día para un logro personal.,felicidad
2023-09-06,El plazos ajustados me tiene al límite.,estrés
2020-04-25,Qué agradecido día para un logro personal.,felicidad
2024-04-06,Experimenté un tiempo con mi familia siempre me llena de energía.,felicidad
2021-09-04,Me siento abatido desde que mudaron lejos.,tristeza
2023-06-03,Me siento desanimado desde que terminó nuestra relación.,tristeza
2024-06-27,Un peso en el pecho cuando pienso en el futuro.,tristeza
2022-12-06,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2020-05-27,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-10-14,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-11-20,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-05-03,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-10-06,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2021-02-17,Necesito organizarme mejor pero me falta energía.,estrés
2020-01-26,No soporto cuando rompieron mis pertenencias.,enojo
2021-01-05,Qué entusiasmado día para una caminata al aire libre.,felicidad
2023-06-15,Me siento vacío desde que perdí mi trabajo.,tristeza
2021-01-19,Logré un logro personal siempre me motiva.,felicidad
2020-10-20,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-08-28,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-01-26,Entre los estudios y el proyecto final no puedo priorizar.,estrés
2023-03-05,Entre el cuidado de los niños y los quehaceres domésticos no puedo dormir bien.,estrés
2024-04-25,Disfruté un momento de paz siempre me da paz.,felicidad
2020-10-13,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-04-27,Logré un tiempo con mi familia siempre me motiva.,felicidad
2022-01-23,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-09-13,No soporto cuando me ignoraron en la reunión.,enojo
2023-10-11,Tengo miedo de que me juzguen.,ansiedad
2023-09-30,Experimenté una conversación significativa siempre me motiva.,felicidad
2022-03-20,El plazos ajustados me tiene al límite.,estrés
2021-04-21,Me siento vacío desde que mudaron lejos.,tristeza
2021-10-08,Qué agradecido día para una caminata al aire libre.,felicidad
2024-12-14,Mi jefe me hizo sentir indignado al tomar decisiones.,enojo
2023-12-16,Entre el trabajo y las deudas no puedo relajarme.,estrés
2020-04-17,Disfruté un momento de paz siempre me inspira.,felicidad
2022-06-11,Qué eufórico día para una conversación significativa.,felicidad
2024-02-15,Entre el cuidado de los niños y los quehaceres domésticos no puedo concentrarme.,estrés
2021-05-01,Tengo miedo de que todo salga mal.,ansiedad
2021-03-07,Compartí un tiempo con mi familia siempre me llena de energía.,felicidad
2021-01-09,Qué pleno día para un momento de paz.,felicidad
2024-01-19,No soporto cuando me ignoraron en la reunión.,enojo
2021-05-14,Qué agradecido día para un tiempo con mi familia.,felicidad
2024-09-25,Me siento desanimado desde que terminó nuestra relación.,tristeza
2022-03-08,Qué eufórico día para una conversación significativa.,felicidad
2021-01-10,El tráfico me tiene al límite.,estrés
2024-01-08,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-02-27,Me siento desolado desde que perdí mi trabajo.,tristeza
2023-02-28,Disfruté un momento de paz siempre me llena de energía.,felicidad
2020-01-28,Un peso en el pecho cuando escucho esa canción.,tristeza
2022-06-03,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-09-23,No soporto cuando rompieron mis pertenencias.,enojo
2021-05-13,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2021-08-29,Mi vecino me hizo sentir frustrado al hablar en público.,enojo
2022-10-06,No soporto cuando rompieron mis pertenencias.,enojo
2021-01-03,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2023-12-27,Mi pareja me hizo sentir resentido al hablar en público.,enojo
2021-05-09,El jefe exigente me tiene al límite.,estrés
2020-04-05,Me siento desolado desde que perdí mi trabajo.,tristeza
2020-04-04,El ruido constante me tiene al límite.,estrés
2020-07-02,Estoy irritado porque rompieron mis pertenencias.,enojo
2021-08-07,Hoy logré un momento de paz y me siento agradecido.,felicidad
2022-05-27,Me siento vacío desde que perdí mi trabajo.,tristeza
2024-05-18,Estoy exasperado porque rompieron mis pertenencias.,enojo
2020-02-17,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2021-11-28,Mi jefe me hizo sentir exasperado al tomar decisiones.,enojo
2023-07-31,Mi jefe me hizo sentir indignado al confrontar a alguien.,enojo
2022-05-05,Compartí un tiempo con mi familia siempre me inspira.,felicidad
2023-06-08,Experimenté un momento de paz siempre me da paz.,felicidad
2020-11-10,No puedo hablar en público sin sentir mareos.,ansiedad
2020-10-18,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-02-05,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2021-09-15,El plazos ajustados me tiene al límite.,estrés
2022-09-19,Estoy exasperado porque me ignoraron en la reunión.,enojo
2024-06-03,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-03-06,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-07-22,Hoy descubrí un logro personal y me siento entusiasmado.,felicidad
2020-10-04,No puedo tomar decisiones sin sentir temblores.,ansiedad
2022-05-02,Un peso en el pecho cuando escucho esa canción.,tristeza
2024-12-30,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2021-04-09,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2024-12-05,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2021-07-04,Hoy compartí un logro personal y me siento optimista.,felicidad
2021-01-25,Estoy indignado porque me ignoraron en la reunión.,enojo
2021-08-03,Me siento desanimado desde que mudaron lejos.,tristeza
2021-04-25,Hoy compartí un tiempo con mi familia y me siento entusiasmado.,felicidad
2020-10-21,Entre el trabajo y el proyecto final no puedo relajarme.,estrés
2024-09-20,Entre los estudios y las deudas no puedo concentrarme.,estrés
2021-08-27,Un peso en el pecho cuando escucho esa canción.,tristeza
2020-12-24,Un peso en el pecho cuando escucho esa canción.,tristeza
2021-07-03,Tengo miedo de que fracase.,ansiedad
2022-06-19,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2020-12-28,No soporto cuando no cumplieron su promesa.,enojo
2020-04-03,Tengo miedo de que todo salga mal.,ansiedad
2022-01-05,Hoy experimenté una caminata al aire libre y me siento entusiasmado.,felicidad
2024-11-06,Mi mente no deja de pensar en la situación económica.,ansiedad
2023-05-02,Qué eufórico día para un momento de paz.,felicidad
2023-04-19,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-11-21,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2021-10-14,Qué pleno día para un tiempo con mi familia.,felicidad
